English,Gloss,Href
Hot cocoa is my favorite bedtime treat.,MY FAVORITE BEDTIME T-R-E-A-T WHAT? HOT COCOA.,https://www.signingsavvy.com/sentences/food/5399
Next week we're hosting a special dinner for all employees and their spouses.,NEXT WEEK WE TAKE-UP (HOST) SPECIAL DINNER FOR ALL-OF-THEM WORKERS AND SPOUSES.,https://www.signingsavvy.com/sentences/food/5400
I try not to eat fast food.,FAST FOOD I TRY NOT EAT.,https://www.signingsavvy.com/sentences/food/5401
Pizza and movie night is every Friday.,EVERY FRIDAY NIGHT WHAT? PIZZA MOVIE.,https://www.signingsavvy.com/sentences/food/5402
Would you please toss the salad?,SALAD TOSS DON'T-MIND YOU?,https://www.signingsavvy.com/sentences/food/5968
I like milk.,I LIKE MILK.,https://www.signingsavvy.com/sentences/food/6414
I love milk.,I LOVE MILK.,https://www.signingsavvy.com/sentences/food/6418
I don't like milk.,I DON'T LIKE MILK.,https://www.signingsavvy.com/sentences/food/6422
I hate milk.,I HATE MILK.,https://www.signingsavvy.com/sentences/food/6426
Do you like milk?,YOU LIKE MILK?,https://www.signingsavvy.com/sentences/food/6430
Mia hates milk.,M-I-A HATES MILK.,https://www.signingsavvy.com/sentences/food/6435
Do you drink milk?,YOU DRINK MILK?,https://www.signingsavvy.com/sentences/food/6438
You and me like ice cream.,YOU ME LIKE ICE CREAM.,https://www.signingsavvy.com/sentences/food/6597
My grandmother Annie likes apples.,APPLES MY GRANDMOTHER A-N-N-I-E LIKES.,https://www.signingsavvy.com/sentences/food/7654
My sister Beth likes popcorn.,POPCORN MY SISTER B-E-T-H LIKES,https://www.signingsavvy.com/sentences/food/7686
My aunt Lisa doesn't like tea.,TEA MY AUNT L-I-S-A DOESN'T LIKE.,https://www.signingsavvy.com/sentences/food/7683
Kay ate 9 apples.,9 APPLES K-A-Y ATE.,https://www.signingsavvy.com/sentences/food/7650
Jackie ate a salad for dinner.,DINNER SALAD J-A-C-K-I-E ATE.,https://www.signingsavvy.com/sentences/food/7677
My friend drinks 2 bottles of soda pop for breakfast.,BREAKFAST 2 POPS MY FRIEND DRINK.,https://www.signingsavvy.com/sentences/food/7680
Which do you like apples or oranges?,YOU LIKE APPLES ORANGES WHICH?,https://www.signingsavvy.com/sentences/food/7645
Which do you like cookies or pie?,YOU LIKE COOKIE PIE WHICH?,https://www.signingsavvy.com/sentences/food/7689
Which do you like chicken or fish?,YOU LIKE CHICKEN FISH WHICH?,https://www.signingsavvy.com/sentences/food/7691
Popcorn costs $6.00.,POPCORN COSTS 6 DOLLARS.,https://www.signingsavvy.com/sentences/food/7700
5 APPLES + 6 APPLES = 11 APPLES,5 APPLES + 6 APPLES = 11 APPLES,https://www.signingsavvy.com/sentences/food/7648
Croissants are delicious with butter.,C-R-O-I-S-S-A-N-T-S WITH BUTTER DELICIOUS!,https://www.signingsavvy.com/sentences/food/7620
Heinz ketchup is the best!,H-E-I-N-Z KETCHUP CHAMP.,https://www.signingsavvy.com/sentences/food/7630
I am trying to use less salt on my food.,MY FOOD LESS SALT SHAKE ON I TRY.,https://www.signingsavvy.com/sentences/food/7636
My favorite drink is apple juice.,MY FAVORITE DRINK WHAT? APPLE J-U-I-C-E?,https://www.signingsavvy.com/sentences/food/7658
"In 1947, Rhulin Thomas became the first deaf pilot to fly from coast-to-coast in the U.S. alone.",YEAR 1947 R-H-U-L-I-N T-H-O-M-A-S HE FIRST DEAF PILOT ALONE UNITED STATES C-O-A-S-T FLY-ACROSS C-O-A-S-T.,https://www.signingsavvy.com/sentences/history/6095
Sir Charles Scott Sherrington was a hard of hearing scientist who received the Nobel Prize in 1932 for helping shape our understanding of the central nervous system.,S-I-R C-H-A-R-L-E-S S-C-O-T-T S-H-E-R-R-I-N-G-T-O-N HIMSELF HARD-OF-HEARING SCIENTIST. YEAR 1932 HE RECEIVED N-O-B-E-L P-R-I-Z-E MEDAL WHY? HE HELP PEOPLE UNDERSTAND C-E-N-T-R-A-L N-E-R-V-O-U-S S-Y-S-T-E-M.,https://www.signingsavvy.com/sentences/history/6096
"Andrew Foster was a famous Deaf African American who was a reverend, educator, and missionary. He established the first school for the deaf in Africa.",A-N-D-R-E-W F-O-S-T-E-R HIMSELF FAMOUS DEAF BLACK MINISTER TEACHER MISSIONARY. HE SETUP FIRST DEAF SCHOOL WHERE? AFRICA.,https://www.signingsavvy.com/sentences/history/5403
Cal Rodgers was a deaf pilot. He made the first transcontinental airplane flight after crashing several times along the way.,C-A-L R-O-D-G-E-R-S HE DEAF PILOT HIS GOAL U-S FLY-ACROSS (FLIGHT) WRONG FLY-ACROSS CRASH LUCKY ALIVE FIX FIX FIX FLY-ACROSS CRASH STILL ALIVE FIX FIX FIX FLY-ACROSS MANY STOP STOP STOP FINALLY ARRIVE YAY.,https://www.signingsavvy.com/sentences/history/5404
Terence Parkin is a deaf swimmer from South Africa. He won the silver medal in the Olympics in 2000.,T-E-R-E-N-C-E P-A-R-K-I-N HIMSELF FAMOUS DEAF SWIMMER FROM SOUTH AFRICA. 2000 OLYMPICS SILVER MEDAL HE WON.,https://www.signingsavvy.com/sentences/history/5405
"Three of the most famous deaf pilots are Cal Rodgers, Nellie Zabel Willhite, and Rhulin Thomas.","MOST FAMOUS DEAF PILOTS WHO? ONE-OF-THREE C-A-L R-O-D-G-E-R-S, TWO-OF-THREE N-E-L-L-I-E Z-A-B-E-L W-I-L-L-H-I-T-E, THREE-OF-THREE R-H-U-L-I-N T-H-O-M-A-S.",https://www.signingsavvy.com/sentences/history/5406
My mother’s baked potato soup is the BEST!,MY MOTHER HER B-A-K-E-D POTATO SOUP CHAMP (BEST).,https://www.signingsavvy.com/sentences/history/5407
I. King Jordan was the first Deaf President of Gallaudet University.,I K-I-N-G J-O-R-D-A-N HIMSELF FIRST DEAF PRESIDENT GALLAUDET UNIVERSITY.,https://www.signingsavvy.com/sentences/history/5408
Christy Smith was the first deaf contestant to appear on the reality TV show Survivor.,C-H-R-I-S-T-Y S-M-I-T-H HERSELF FIRST DEAF PERSON INVOLVE #TV PROGRAM TITLE S-U-R-V-I-V-O-R.,https://www.signingsavvy.com/sentences/history/5409
Jeff Float is a deaf American swimmer who won a gold medal at the 1984 Olympics.,J-E-F-F F-L-O-A-T HIMSELF AMERICAN DEAF SWIMMER 1984 OLYMPICS GOLD MEDAL HE WON.,https://www.signingsavvy.com/sentences/history/6097
Who wrote the Constitution?,CONSTITUTION WHO WROTE?,https://www.signingsavvy.com/sentences/history/5410
Dr. Charles Nicolle was born hearing but became deaf by the age of 20. He was the first deaf person to receive a Nobel Prize. It was for discovering that Typhus is spread by lice.,D-R. C-H-A-R-L-E-S N-I-C-O-L-L-E HE BORN HEARING EAR DETERIORATE AGE 20 FULL DEAF. HE FIRST DEAF GET N-O-B-E-L P-R-I-Z-E FOR DISCOVERING T-Y-P-H-U-S OUTBREAK START HOW? FROM L-I-C-E.,https://www.signingsavvy.com/sentences/history/5411
"As a young girl, Alice Cogswell, inspired her neighbor, Thomas Hopkins Gallaudet, to devote his life to educating the deaf and to create the American School for the Deaf. She and six other deaf children were the first students to attend the American School for the Deaf in 1817.",LITTLE DEAF GIRL NAME A-L-I-C-E C-O-G-S-W-E-L-L MET NEIGHBOR HIS NAME T-H-O-M-A-S H. G-A-L-L-A-U-D-E-T GALLAUDET. HE FASCINATED HER. YEAR 1871 HE ESTABLISHED AMERICAN SCHOOL FOR DEAF. SHE AND SIX OTHER STUDENTS FIRST ENTER A-S-D.,https://www.signingsavvy.com/sentences/history/5412
Meb is a fast runner.,FAST RUNNER WHO? M-E-B.,https://www.signingsavvy.com/sentences/history/5413
"Phyllis Frelich was a deaf actress and famous for winning the 1980 Best Actress Tony Award for the play ""Children of a Lesser God.""",P-H-Y-L-L-I-S F-R-E-L-I-C-H HERSELF DEAF ACTRESS FAMOUS WHY? WIN T-O-N-Y AWARD FOR PLAY QUOTE “CHILDREN O-F A L-E-S-S-E-R GOD.”,https://www.signingsavvy.com/sentences/history/6100
"Robert Davila served as the ninth president of Gallaudet University from 2007 to 2009. Prior to becoming the president of Gallaudet University, he was the first Deaf CEO of the National Technical Institute for the Deaf.",R-O-B-E-R-T D-A-V-I-L-A HE NINTH PRESIDENT GALLAUDET UNIVERSITY YEAR 2007 RANGE 2009 BEFORE THAT HE FIRST DEAF CEO ADMINISTRATOR N-T-I-D.,https://www.signingsavvy.com/sentences/history/5414
American Sign Language was recognized as a true language in 1965.,YEAR 1965 ASL RECOGNIZED TRUE LANGUAGE.,https://www.signingsavvy.com/sentences/history/5415
American Sign Language was recognized as a true language in 1965.,YEAR 1965 ASL RECOGNIZED TRUE LANGUAGE.,https://www.signingsavvy.com/sentences/history/6098
Sir John Cornforth was a deaf chemist who won the Nobel Prize in Chemistry in 1975.,S-I-R J-O-H-N C-O-R-N-F-O-R-T-H HIMSELF DEAF CHEMIST YEAR 1975 HE WON N-O-B-E-L P-R-I-Z-E SPECIALIZED CHEMISTRY.,https://www.signingsavvy.com/sentences/history/5416
We learn about Abraham Lincoln today in history class.,TODAY HISTORY CLASS WE LEARN ABOUT WHO? ABRAHAM LINCOLN.,https://www.signingsavvy.com/sentences/history/5417
My best friend lives in California.,MY BEST FRIEND LIVES WHERE? CALIFORNIA,https://www.signingsavvy.com/sentences/history/5418
Heather Whitestone was the first deaf person to be crowned as Miss America in 1995.,YEAR 1995 H-E-A-T-H-E-R W-H-I-T-E-S-T-O-N-E SHE FIRST DEAF PERSON CROWN M-I-S-S AMERICA.,https://www.signingsavvy.com/sentences/history/6101
United States of America became independent from Great Britain in 1784 after the ratification of the Treaty of Paris.,YEAR 1784 AMERICA BECAME INDEPENDENT FROM BRITAIN FINISH RATIFICATION T-R-E-A-T-Y O-F P-A-R-I-S.,https://www.signingsavvy.com/sentences/history/5419
There was a famous protest at Gallaudet University in 1988 called Deaf President Now.,BACK YEAR 1988 GALLAUDET UNIVERSITY HAPPEN WHAT? FAMOUS PROTEST CALLED DEAF PRESIDENT NOW.,https://www.signingsavvy.com/sentences/history/5420
Derrick Coleman was the first deaf football player to participate in the Super Bowl in 2014.,YEAR 2014 D-E-R-R-I-C-K C-O-L-E-M-A-N HE FIRST DEAF FOOTBALL PLAYER INVOLVED SUPER BOWL.,https://www.signingsavvy.com/sentences/history/6099
In 1864 Abraham Lincoln approved Gallaudet College to award degrees.,YEAR 1864 ABRAHAM LINCOLN APPROVED GALLAUDET COLLEGE AWARDED DEGREES.,https://www.signingsavvy.com/sentences/history/6067
"In 1947, Rhulin Thomas became the first deaf pilot to fly from coast-to-coast in the U.S. alone.",YEAR 1947 R-H-U-L-I-N T-H-O-M-A-S HE FIRST DEAF PILOT ALONE UNITED STATES C-O-A-S-T FLY-ACROSS C-O-A-S-T.,https://www.signingsavvy.com/sentences/jobs/5421
Sean Berdy is a deaf actor well known for acting on the TV series Switched at Birth.,S-E-A-N B-E-R-D-Y HIMSELF DEAF ACTOR FAMOUS WHY? HE INVOLVED #TV PROGRAM QUOTE SWITCHED A-T BIRTH.,https://www.signingsavvy.com/sentences/jobs/5422
"Did you see the movie about the life of Kitty O’Neil, a deaf stuntwoman and racer?",YOU FINISH SEE MOVIE ABOUT DEAF WOMAN HERSELF FAMOUS S-T-U-N-T WOMAN AND CAR RACER. HER NAME K-I-T-T-Y O’-N-E-I-L.,https://www.signingsavvy.com/sentences/jobs/5423
I'm looking for a new doctor.,NEW DOCTOR LOOK-FOR I.,https://www.signingsavvy.com/sentences/jobs/5424
My grandfather is a dairy farmer.,MY GRANDFATHER WORK WHAT? DAIRY FARMER.,https://www.signingsavvy.com/sentences/jobs/5425
My father-in-law worked at a factory for twenty-five years.,25 YEARS FACTORY MY FATHER-IN-LAW WORK WORK WORK.,https://www.signingsavvy.com/sentences/jobs/5426
I heard you were quitting your job.,YOUR JOB YOU QUIT I HEARD.,https://www.signingsavvy.com/sentences/jobs/5427
William “Dummy” Hoy was a Deaf Major League Baseball player and some say he helped establish the baseball signals for safe and out calls.,W-I-L-L-I-A-M D-U-M-M-Y H-O-Y HIMSELF FAMOUS DEAF BASEBALL PLAYER HE HELP SETUP BASEBALL S-I-G-N-A-L-S SAFE OUT.,https://www.signingsavvy.com/sentences/jobs/5428
My office just hired a new interpreter.,NEW INTERPRETER MY OFFICE RECENTLY HIRE.,https://www.signingsavvy.com/sentences/jobs/5429
I support the work of the Red Cross.,RED CROSS THEIR WORK I SUPPORT.,https://www.signingsavvy.com/sentences/jobs/5430
"Ella Mae Lentz is a Deaf American teacher, poet, advocate, and author.",E-L-L-A M-A-E L-E-N-T-Z HERSELF DEAF AMERICAN TEACHER POET ADVOCATE AUTHOR.,https://www.signingsavvy.com/sentences/jobs/5431
I have a dentist appointment tomorrow.,TOMORROW DENTIST APPOINTMENT I HAVE.,https://www.signingsavvy.com/sentences/jobs/5432
Granville Redmond was a deaf artist. He was friends with Charlie Chaplin and gave him tips from ASL to use when acting in silent films.,G-R-A-N-V-I-L-L-E R-E-D-M-O-N-D HIMSELF DEAF ARTIST. HE FRIEND WHO? C-H-A-R-L-I-E C-H-A-P-L-I-N. HE TEACH ASL FOR-FOR? USE DURING SILENT MOVIES.,https://www.signingsavvy.com/sentences/jobs/5433
Please give the book to the librarian.,LIBRARIAN BOOK GIVE-TO PLEASE.,https://www.signingsavvy.com/sentences/jobs/5434
Sir Charles Scott Sherrington was a hard of hearing scientist who received the Nobel Prize in 1932 for helping shape our understanding of the central nervous system.,S-I-R C-H-A-R-L-E-S S-C-O-T-T S-H-E-R-R-I-N-G-T-O-N HIMSELF HARD-OF-HEARING SCIENTIST. YEAR 1932 HE RECEIVED N-O-B-E-L P-R-I-Z-E MEDAL WHY? HE HELP PEOPLE UNDERSTAND C-E-N-T-R-A-L N-E-R-V-O-U-S S-Y-S-T-E-M.,https://www.signingsavvy.com/sentences/jobs/5435
"Andrew Foster was a famous Deaf African American who was a reverend, educator, and missionary. He established the first school for the deaf in Africa.",A-N-D-R-E-W F-O-S-T-E-R HIMSELF FAMOUS DEAF BLACK MINISTER TEACHER MISSIONARY. HE SETUP FIRST DEAF SCHOOL WHERE? AFRICA.,https://www.signingsavvy.com/sentences/jobs/5436
I work as a camp counselor every summer.,EVERY SUMMER CAMP COUNSELOR I WORK.,https://www.signingsavvy.com/sentences/jobs/5437
"Louise Fletcher is a CODA and actress. She one 3 awards. She won an Oscar, a BAFTA, and a Golden Globe award for one movie, called ""One Flew Over the Cuckoo's Nest"".",L-O-U-I-S-E F-L-E-T-C-H-E-R SHE C-O-D-A HERSELF ACTRESS SHE WON THREE AWARDS ONE-OF-THREE O-S-C-A-R TWO-OF-THREE B-A-F-T-A THREE-OF-THREE G-O-L-D-E-N G-L-O-B-E FOR ONE MOVIE QUOTE O-N-E F-L-E-W O-V-E-R T-H-E C-U-C-K-O-O’S N-E-S-T QUOTE.,https://www.signingsavvy.com/sentences/jobs/5438
Marlee Matlin is a famous Deaf Actress. She won an Academy Award and a Golden Globe for her role in the movie Children of a Lesser God.,M-A-R-L-E-E M-A-T-L-I-N SHE FAMOUS DEAF ACTRESS. SHE WON BOTH A-C-A-D-E-M-Y A-W-A-R-D G-O-L-D-E-N G-L-O-B-E FOR HER ROLE MOVIE QUOTE CHILDREN O-F A L-E-S-S-E-R GOD.,https://www.signingsavvy.com/sentences/jobs/5439
Cal Rodgers was a deaf pilot. He made the first transcontinental airplane flight after crashing several times along the way.,C-A-L R-O-D-G-E-R-S HE DEAF PILOT HIS GOAL U-S FLY-ACROSS (FLIGHT) WRONG FLY-ACROSS CRASH LUCKY ALIVE FIX FIX FIX FLY-ACROSS CRASH STILL ALIVE FIX FIX FIX FLY-ACROSS MANY STOP STOP STOP FINALLY ARRIVE YAY.,https://www.signingsavvy.com/sentences/jobs/5440
The army captain was awarded 3 medals.,ARMY CAPTAIN HONORED 3 MEDALS.,https://www.signingsavvy.com/sentences/jobs/5441
Terence Parkin is a deaf swimmer from South Africa. He won the silver medal in the Olympics in 2000.,T-E-R-E-N-C-E P-A-R-K-I-N HIMSELF FAMOUS DEAF SWIMMER FROM SOUTH AFRICA. 2000 OLYMPICS SILVER MEDAL HE WON.,https://www.signingsavvy.com/sentences/jobs/5442
"Three of the most famous deaf pilots are Cal Rodgers, Nellie Zabel Willhite, and Rhulin Thomas.","MOST FAMOUS DEAF PILOTS WHO? ONE-OF-THREE C-A-L R-O-D-G-E-R-S, TWO-OF-THREE N-E-L-L-I-E Z-A-B-E-L W-I-L-L-H-I-T-E, THREE-OF-THREE R-H-U-L-I-N T-H-O-M-A-S.",https://www.signingsavvy.com/sentences/jobs/5443
My mother’s baked potato soup is the BEST!,MY MOTHER HER B-A-K-E-D POTATO SOUP CHAMP (BEST).,https://www.signingsavvy.com/sentences/jobs/5444
I. King Jordan was the first Deaf President of Gallaudet University.,I K-I-N-G J-O-R-D-A-N HIMSELF FIRST DEAF PRESIDENT GALLAUDET UNIVERSITY.,https://www.signingsavvy.com/sentences/jobs/5445
Christy Smith was the first deaf contestant to appear on the reality TV show Survivor.,C-H-R-I-S-T-Y S-M-I-T-H HERSELF FIRST DEAF PERSON INVOLVE #TV PROGRAM TITLE S-U-R-V-I-V-O-R.,https://www.signingsavvy.com/sentences/jobs/5446
Linda Bove is a deaf actress. She played the role of Linda the librarian on Sesame Street for 31 years.,L-I-N-D-A B-O-V-E HERSELF DEAF ACTRESS. SHE ACT #TV PROGRAM S-E-S-A-M-E S-T-R-E-E-T ROLE WHAT? L-I-N-D-A T-H-E LIBRARIAN CONTINUE 31 YEARS.,https://www.signingsavvy.com/sentences/jobs/5447
Jeff Float is a deaf American swimmer who won a gold medal at the 1984 Olympics.,J-E-F-F F-L-O-A-T HIMSELF AMERICAN DEAF SWIMMER 1984 OLYMPICS GOLD MEDAL HE WON.,https://www.signingsavvy.com/sentences/jobs/5448
Mr. Shelton is one of my favorite customers.,ONE OF MY FAVORITE CUSTOMERS WHO? M-R S-H-E-L-T-O-N.,https://www.signingsavvy.com/sentences/jobs/5449
"As a young girl, Alice Cogswell, inspired her neighbor, Thomas Hopkins Gallaudet, to devote his life to educating the deaf and to create the American School for the Deaf. She and six other deaf children were the first students to attend the American School for the Deaf in 1817.",LITTLE DEAF GIRL NAME A-L-I-C-E C-O-G-S-W-E-L-L MET NEIGHBOR HIS NAME T-H-O-M-A-S H. G-A-L-L-A-U-D-E-T GALLAUDET. HE FASCINATED HER. YEAR 1871 HE ESTABLISHED AMERICAN SCHOOL FOR DEAF. SHE AND SIX OTHER STUDENTS FIRST ENTER A-S-D.,https://www.signingsavvy.com/sentences/jobs/5450
Meb is a fast runner.,FAST RUNNER WHO? M-E-B.,https://www.signingsavvy.com/sentences/jobs/5451
"Juliette Gordon Low was sick often while growing up and lost her hearing in her right ear. On her wedding day, rice went into her left ear and when the doctor tried to take it out, he punctured her eardrum. Then she was deaf in both ears. She founded the Girl Scouts when she was 51 years old because she wanted girls to have the same opportunities as boys.",J-U-L-I-E-T-T-E G-O-R-D-O-N L-O-W SHE GREW-UP SICKLY RIGHT EAR DETERIORATE. LATER HER WEDDING R-I-C-E WENT-IN-THE-EAR LEFT EAR DOCTOR TRY EXTRACT OOPS PUNCTURE EAR NOW DEAF BOTH EARS. FUTURE AGE 51 SHE FOUNDED GIRL SCOUTS WHY? WANT GIRLS SAME BOYS.,https://www.signingsavvy.com/sentences/jobs/5452
The United States presidential inauguration is a ceremony to recognize a new president.,U-S PRESIDENT INAUGURATION FOR-FOR? RECOGNIZE NEW PRESIDENT.,https://www.signingsavvy.com/sentences/jobs/5453
"Helen Keller was a famous deaf-blind woman. She was an author, lecturer, and activist.",H-E-L-E-N K-E-L-L-E-R H-K HERSELF FAMOUS DEAF-BLIND WOMAN. SHE AUTHOR TWO OF THREE LECTURER THREE OF THREE ACTIVIST.,https://www.signingsavvy.com/sentences/jobs/5454
"Matt Hamill is a Deaf wrestler. He won three NCAA National Championships, a silver and gold medal in the Deaflympics, and there is a movie about his life called “The Hammer.”","M-A-T-T H-A-M-I-L-L HIMSELF DEAF WRESTLER. HE LIST ACCOMPLISHMENTS ONE-OF-THREE THREE N-C-A-A NATIONAL CHAMPIONSHIPS, TWO-OF-THREE HE WON 1 SILVER MEDAL 1 GOLD MEDAL DEAFLYMPICS, THREE-OF-THREE HAVE MOVIE ABOUT HIS LIFE QUOTE “T-H-E H-A-M-M-E-R”.",https://www.signingsavvy.com/sentences/jobs/5455
Ludwig van Beethoven was a famous composer from Germany who became deaf. He was still able to create and play music.,L-U-D-W-I-G V-A-N B-E-E-T-H-O-V-E-N HIMSELF FAMOUS COMPOSER FROM GERMANY HIS HEARING DETERIORATED. DIDN’T-MATTER HE STILL EXPERT CREATE MUSIC PLAY-PIANO.,https://www.signingsavvy.com/sentences/jobs/5456
"Phyllis Frelich was a deaf actress and famous for winning the 1980 Best Actress Tony Award for the play ""Children of a Lesser God.""",P-H-Y-L-L-I-S F-R-E-L-I-C-H HERSELF DEAF ACTRESS FAMOUS WHY? WIN T-O-N-Y AWARD FOR PLAY QUOTE “CHILDREN O-F A L-E-S-S-E-R GOD.”,https://www.signingsavvy.com/sentences/jobs/5457
